Molecule ChEMBL ID,Molecular Weight,Smiles,Standard Value,Standard Units,Assay Organism
CHEMBL2260458,555.61,COc1ccc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)N/N=C\c3ccc(O)cc3)cn4C3CC3)CC2)cc1,500.0,ug.mL-1,Escherichia coli
CHEMBL394431,1360.45,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c(F)c(F)c(F)c(F)c2F)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,256.0,ug.mL-1,Escherichia coli
CHEMBL4283200,1312.71,CC(C)[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H]([C@H](O)C(C)C)NC(=O)C2=CC3=C4CCCC4=C4C=C(S[C@]4(C)[C@@]3(C)S2)C(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H]([C@H](O)C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,195000.0,nM,Escherichia coli
CHEMBL477184,492.57,CC(C)(C)OC(=O)NCCC(=O)NCCC(=O)NCCC(=O)NCCC(=O)OCc1ccccc1,128.0,ug.mL-1,Escherichia coli
CHEMBL476354,346.34,CC(C)(C)OC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,64.0,ug.mL-1,Escherichia coli
CHEMBL1730,455.47,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,32.0,ug.mL-1,Escherichia coli
CHEMBL398116,747.9,NCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,2.0,ug.mL-1,Escherichia coli
CHEMBL2205316,981.92,C=C1CC[C@@H](O[C@H]2C[C@@](O)([C@H](C)NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](OC(C)=O)[C@@H](C)O2)[C@@H]2C=C[C@H](C)C(/C(O)=C3\C(=O)[C@H](C(C)C)N([C@H]4O[C@H](C)[C@H](OC(N)=O)[C@H](OC(C)=O)[C@@H]4OC)C3=O)[C@@H]12,64.0,ug.mL-1,Escherichia coli
CHEMBL2282170,362.43,Cc1ccc(-[n+]2noc([O-])c2CN2CCN(CCOCCO)CC2)cc1,500.0,ug.mL-1,Escherichia coli
CHEMBL440225,337.13,O=C(Nc1ccc([N+](=O)[O-])cc1O)c1ccc(Br)cc1,500.0,ug.mL-1,Escherichia coli
CHEMBL243821,314.34,CC(C)(C)c1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2O)cc1,250.0,ug.mL-1,Escherichia coli
CHEMBL450895,926.11,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,,,Escherichia coli
CHEMBL4289503,386.49,Cc1n[nH]c2c1C(c1ccc(N(C)C)cc1)C(C(=O)NNC(N)=S)=C(N)N2,1293760.0,nM,Escherichia coli
CHEMBL1210969,599.07,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C/CNS(=O)(=O)c4ccccc4)CS[C@H]23)c(Cl)s1,32.0,ug.mL-1,Escherichia coli
CHEMBL4227643,567.53,COC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)c(F)c2)C(=O)O1,32.0,ug.mL-1,Escherichia coli str. K-12 substr. MG1655
CHEMBL4218112,395.46,CC(C)NCc1cc2cc3c(cc2n1C)CCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.25,ug.mL-1,Escherichia coli
CHEMBL3245220,461.56,CNCC1=CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,25.0,ug.mL-1,Escherichia coli
CHEMBL561,351.35,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,128.0,ug.mL-1,Escherichia coli
CHEMBL1272199,517.48,CC(=O)NC1=NN(C(C)=O)C2(S1)C1CCCC2C(c2ccccc2Cl)NC1c1ccccc1Cl,12.5,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,256.0,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.047,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.5,ug.mL-1,Escherichia coli
CHEMBL3086182,262.25,O=[N+]([O-])c1c[nH]c(-c2nnc(-c3cccs3)o2)c1,1.56,ug.mL-1,Escherichia coli
CHEMBL2203923,522.57,Cc1cccc(C)c1OC[C@H]1CC[C@H](C(=O)Nc2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)CC1,32.0,ug.mL-1,Escherichia coli
CHEMBL31,375.4,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,32.0,ug.mL-1,Escherichia coli
CHEMBL290314,386.35,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCOCC3)c(F)cc2c1=O,0.39,ug.mL-1,Escherichia coli
CHEMBL8,331.35,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.004,ug.mL-1,Escherichia coli
CHEMBL32347,397.41,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(O)cc2)CC1,0.1,ug.mL-1,Escherichia coli
CHEMBL8035,440.08,Cn1c(C(F)(F)F)nc(-c2cc(Cl)cc(Cl)c2)c1-c1cc(Cl)cc(Cl)c1,32.0,ug.mL-1,Escherichia coli
CHEMBL543804,622.12,CCN(CC)c1cc(NC(=O)CN(C)C)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O.Cl,4.0,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1250.0,ug.mL-1,Escherichia coli
CHEMBL6209,379.41,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,0.1,ug.mL-1,Escherichia coli
CHEMBL2297694,492.4,O=C(CSc1nc2ccccc2[nH]1)Nc1ccc(C(=O)/C=C/c2ccc(Br)cc2)cc1,31.25,ug.mL-1,Escherichia coli
CHEMBL553598,432.83,CC(CF)(CF)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4C[C@@H]3CN4)nc21.Cl,0.13,ug.mL-1,Escherichia coli
CHEMBL148535,427.35,CO[C@@]1(NC(=O)Cc2ccccc2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)COC21.[Na+],0.78,ug.mL-1,Escherichia coli
CHEMBL266461,404.15,CSc1nc(-c2cc(Cl)cc(Cl)c2)c(-c2cc(Cl)cc(Cl)c2)[nH]1,32.0,ug.mL-1,Escherichia coli
CHEMBL475555,508.01,O=C(COC(Cn1nnc(-c2ccccc2)n1)c1ccc(Cl)cc1)NNC(=S)Nc1ccccc1,200.0,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.0,ug.mL-1,Escherichia coli
CHEMBL462103,288.3,O=C(NC1CCCC1)c1ncoc1-c1ccc(O)c(O)c1,199.0,ug.mL-1,Escherichia coli
CHEMBL461895,274.28,C=CCCNC(=O)c1ncoc1-c1ccc(O)c(O)c1,99.0,ug.mL-1,Escherichia coli
CHEMBL399043,210.3,C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O,128.0,ug.mL-1,Escherichia coli
CHEMBL777,199.16,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,0.06,ug.mL-1,Escherichia coli
CHEMBL2377571,389.41,C#CCNC(=O)C[C@H](NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(=O)NO,12500.0,nM,Escherichia coli
CHEMBL506566,638.58,CC(=O)O[C@H]1[C@H](Oc2ccc(O)cc2[C@@H]2CC(=O)c3c(O)cc(O)cc3O2)O[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,64.0,ug.mL-1,Escherichia coli
CHEMBL500733,722.65,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](Oc3ccc(O)cc3[C@@H]3CC(=O)c4c(O)cc(O)cc4O3)[C@@H]2OC(C)=O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O,64.0,ug.mL-1,Escherichia coli
CHEMBL505890,680.61,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](Oc3ccc(O)cc3[C@@H]3CC(=O)c4c(O)cc(O)cc4O3)[C@@H]2OC(C)=O)[C@H](O)[C@@H](O)[C@@H]1O,64.0,ug.mL-1,Escherichia coli
CHEMBL450895,926.11,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,,,Escherichia coli
CHEMBL2420204,469.5,C[C@@](O)(c1ccc(O)cc1)[C@H](NC(=O)c1ccc(C#CC#Cc2ccc(N)cc2)cc1)C(=O)NO,0.5,ug.mL-1,Escherichia coli
CHEMBL2420199,462.51,Nc1ccc(C#CC#Cc2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NO)cc2)cc1,12.5,ug.mL-1,Escherichia coli
CHEMBL184618,614.65,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0.25,ug.mL-1,Escherichia coli
CHEMBL2178310,292.36,CCc1ccc(Oc2ccc(S(C)(=O)=O)cc2)c(O)c1,16.0,ug.mL-1,Escherichia coli
CHEMBL4458872,467.21,CCCCn1cc(CCNC(=O)c2cc(Br)c(Br)[nH]2)c2ccccc21,200000.0,nM,Escherichia coli
CHEMBL4534916,451.37,C/C(=N/NC(N)=S)c1cn(S(=O)(=O)c2ccccc2)c2ccc(Br)cc12,284440.0,nM,Escherichia coli
CHEMBL2417678,368.44,COc1ccccc1N1CCN(CC(=O)N/N=C\c2ccccc2O)CC1,31.3,ug.mL-1,Escherichia coli
CHEMBL2417815,555.61,CCN1CC(=O)S/C1=N\c1ccc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)c(F)c1,125.0,ug.mL-1,Escherichia coli
CHEMBL2417811,561.59,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ccc(NC(=O)NCc5ccccc5)cc4F)CC3)cc21,250.0,ug.mL-1,Escherichia coli
CHEMBL1643369,377.4,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CC#Cc2ccc(N)cc2)cc1)C(=O)NO,0.32,ug.mL-1,Escherichia coli
CHEMBL2376966,569.43,Fc1ccc(-n2cc(CN(Cc3cn(-c4ccc(F)c(Cl)c4)nn3)c3nc4ccccc4s3)nn2)cc1Cl,25.0,ug.mL-1,Escherichia coli
CHEMBL2403432,407.72,O=C(Cc1cccc(Cl)c1)Nc1nc(-c2ccc(Br)cc2)cs1,1.56,ug.mL-1,Escherichia coli
CHEMBL15464,349.34,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.1,ug.mL-1,Escherichia coli
CHEMBL1095611,422.46,COc1ccc(-c2cc(-c3ccc(F)cc3)nc(NC(=O)CN3CCOCC3)n2)cc1,50.0,ug.mL-1,Escherichia coli
CHEMBL1771465,394.44,CC(C)CC(=O)NC[C@H]1CN(c2ccc(-c3nnc4ncccn34)cc2)C(=O)O1,16.0,ug.mL-1,Escherichia coli
CHEMBL702,517.56,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,64.0,ug.mL-1,Escherichia coli
CHEMBL1761910,389.47,C[C@@H]1/C(=N\NC(N)=S)[C@@H](C)[C@H](c2ccc(F)cc2)O[C@@H]1c1ccc(F)cc1,50.0,ug.mL-1,Escherichia coli
CHEMBL177,585.61,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,4.0,ug.mL-1,Escherichia coli
CHEMBL3818859,419.36,CCCC[n+]1cn(CCOc2ccccc2OCC)c2ccccc21.[Br-],50.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL561,351.35,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.032,ug.mL-1,Escherichia coli
CHEMBL31,375.4,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,32.0,ug.mL-1,Escherichia coli
CHEMBL127,383.47,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.5,ug.mL-1,Escherichia coli
CHEMBL468878,488.71,CC(C)=CCC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)C[C@H](O)[C@@]45C[C@@]35CC[C@]12C,128.0,ug.mL-1,Escherichia coli
CHEMBL44646,421.45,CN(C)CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCN1,0.1,ug.mL-1,Escherichia coli
CHEMBL505132,568.71,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@]2(C)C(=O)[C@@H](OC(C)=O)[C@H]2[C@H](C)C(=O)C=C[C@@]23C)/C1=C(\CCC=C(C)C)C(=O)O,87920.0,nM,Escherichia coli
CHEMBL176,483.52,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,3.125,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,100.0,ug.mL-1,Escherichia coli
CHEMBL132643,341.39,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN3CCC[C@@H]3C(N)=O)S[C@H]12,1.0,ug.mL-1,Escherichia coli
CHEMBL2031690,1528.84,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)C(C)C,30000.0,nM,Escherichia coli
CHEMBL417530,377.39,C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,0.0063,ug.mL-1,Escherichia coli
CHEMBL323841,203.2,Cn1cnc(-c2ccccc2)c1[N+](=O)[O-],500000.0,nM,Escherichia coli
CHEMBL297328,350.76,O=C(COc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12,8.0,ug.mL-1,Escherichia coli
CHEMBL295074,405.55,Cc1ccc2nc(N)n(CCCN(C)CCCn3c(N)nc4ccc(C)cc43)c2c1,100000.0,nM,Escherichia coli
CHEMBL298097,340.32,CO/N=C(/C(=O)NC1CN(/N=C/C(=O)O)C1=O)c1csc(N)n1,2.0,ug.mL-1,Escherichia coli
CHEMBL481411,369.55,CC(=O)O.CCCCCCCCNC1=NC(C)(C)NC(NCCCC)=N1,25.0,ug.mL-1,Escherichia coli
CHEMBL17700,467.59,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc(CN)c5ccccc45)C3)[C@H](C)[C@H]12,0.05,ug.mL-1,Escherichia coli
CHEMBL482198,397.61,CC(=O)O.CCCCCCCNC1=NC(C)(C)NC(NCCCCCCC)=N1,12.5,ug.mL-1,Escherichia coli
CHEMBL2420198,423.47,Nc1ccc(C#CC#Cc2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)NO)cc2)cc1,6.3,ug.mL-1,Escherichia coli
CHEMBL504524,596.54,C[C@@H]1O[C@@H](Oc2ccc(O)cc2[C@@H]2CC(=O)c3c(O)cc(O)cc3O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,64.0,ug.mL-1,Escherichia coli
CHEMBL680,367.81,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,2.0,ug.mL-1,Escherichia coli
CHEMBL330690,450.4,CC(=O)N/C=C/SC1=C(C(=O)[O-])N2C(=O)[C@@H](C(C)(C)OS(=O)(=O)[O-])[C@H]2C1.[Na+].[Na+],3.13,ug.mL-1,Escherichia coli
CHEMBL3633521,461.44,CCCNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nc(N)c(F)cc4F)c3c2C)C1,0.012,ug.mL-1,Escherichia coli
CHEMBL32556,610.52,Br.Br.c1cn(CCCCCCCn2ccc(=NC3CCCCC3)cc2)ccc1=NC1CCCCC1,125.0,ug.mL-1,Escherichia coli
CHEMBL158,435.44,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.12,ug.mL-1,Escherichia coli
CHEMBL3272944,456.46,CS(=O)(=O)CC(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nnn[nH]3)CS[C@H]12.[Na+],50.0,ug.mL-1,Escherichia coli
CHEMBL2298915,379.95,C=CCCCCCCCCC(=O)N1C(=O)CSC1c1ccc(Cl)cc1,25.0,ug.mL-1,Escherichia coli
CHEMBL2282669,583.64,O=C(CSc1nnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)s1)c1ccc(F)cc1,16.0,ug.mL-1,Escherichia coli
CHEMBL2282668,595.68,COc1ccc(C(=O)CSc2nnc(N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)s2)cc1,32.0,ug.mL-1,Escherichia coli
CHEMBL453388,403.46,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O,10.0,ug.mL-1,Escherichia coli
CHEMBL3780572,412.42,O=C(/C=C\c1ccc(F)cc1)N1N=C(c2ccncc2)OC1c1c[nH]c2ccccc12,256.0,ug.mL-1,Escherichia coli
CHEMBL3782015,428.88,O=C(/C=C\c1cccc(Cl)c1)N1N=C(c2ccncc2)OC1c1c[nH]c2ccccc12,256.0,ug.mL-1,Escherichia coli
CHEMBL3350722,2360.71,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CN)[C@@H](C)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)O)C(C)C,2000.0,nM,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,100.0,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.0,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.0,ug.mL-1,Escherichia coli
CHEMBL127,383.47,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.012,ug.mL-1,Escherichia coli
CHEMBL2238267,718.8,O=c1oc2ccccc2cc1-c1nnc(Sc2nc(Oc3cccc4cccnc34)nc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)o1,100.0,ug.mL-1,Escherichia coli
CHEMBL341496,370.35,Cn1nnnc1SCC(=O)N1CC[C@@H]2[C@H]1C(=O)N2S(=O)(=O)[O-].[Na+],8.0,ug.mL-1,Escherichia coli
CHEMBL3143370,383.38,COc1ccc(OC(=O)C[C@@]2(C)[C@H](C(=O)O)N3C(=O)CC3S2(=O)=O)cc1,16.0,ug.mL-1,Escherichia coli
CHEMBL2237136,409.83,Cc1cc(=O)oc2cc(OCC(=O)NNc3ccnc4c(Cl)cccc34)ccc12,28.9,ug.mL-1,Escherichia coli
CHEMBL4097538,1243.56,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCc3ccc4ccccc4c3)[C@H]2OCCCCCCNC(=O)CCCC(=O)Nc2cccc(CN(Cc3ccccn3)Cc3ccccn3)n2)[C@H](N)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1OCc1ccc2ccccc2c1,2000.0,nM,Escherichia coli
CHEMBL3143383,368.37,C[C@]1(CC(=O)Oc2ccc(N)cc2)[C@H](C(=O)O)N2C(=O)CC2S1(=O)=O,16.0,ug.mL-1,Escherichia coli
CHEMBL486422,416.38,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,100.0,ug.mL-1,Escherichia coli str. K-12 substr. DH10B
CHEMBL1669320,350.46,CC(=O)N[C@H]1[C@H](SC(=S)N2CCCC2)O[C@H](CO)[C@@H](O)[C@@H]1O,128.0,ug.mL-1,Escherichia coli
CHEMBL2070776,343.81,Cl.O=C1CCc2c(cccc2NC(=O)CN(CCO)CCO)N1,128.0,ug.mL-1,Escherichia coli
CHEMBL1433,444.44,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,3.3,ug.mL-1,Escherichia coli
CHEMBL3633518,419.36,Cc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(-c3nc(N)c(F)cc3F)c12,0.004,ug.mL-1,Escherichia coli
CHEMBL32761,572.47,Br.Br.CCCCCCN=c1ccn(CCCCn2ccc(=NCCCCCC)cc2)cc1,125.0,ug.mL-1,Escherichia coli
CHEMBL44354,546.59,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.12,ug.mL-1,Escherichia coli
CHEMBL186,480.57,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.06,ug.mL-1,Escherichia coli
CHEMBL161,554.59,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,0.12,ug.mL-1,Escherichia coli
CHEMBL496746,332.38,Cc1c(N2CCCCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,0.25,ug.mL-1,Escherichia coli
CHEMBL1673169,456.59,COc1ccc2nc(OC)c([C@@H](c3ccccc3)[C@](O)(CCN(C)C)c3ccccc3)cc2c1,8.0,ug.mL-1,Escherichia coli
CHEMBL110117,220.23,Cc1ccccc1C1=NC(C(=O)NO)CO1,,,Escherichia coli
CHEMBL106866,384.43,CCCc1cc(C2=NC(C(=O)NO)CO2)cc(OCc2ccccc2)c1OC,25.0,ug.mL-1,Escherichia coli
CHEMBL4061240,445.5,CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(-c2cc3ccccc3o2)cc1)C(=O)NO,0.25,ug.mL-1,Escherichia coli
CHEMBL374478,822.95,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,20.0,ug.mL-1,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,5.0,ug.mL-1,Escherichia coli
CHEMBL316812,813.01,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3nnnc3-c3ccccc3)C(=O)O[C@]12C,20.0,ug.mL-1,Escherichia coli
CHEMBL3814036,1064.39,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)OCc2cn(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)nn2)CC[C@H]1C,14700.0,nM,Escherichia coli ATCC 25922
CHEMBL3408500,772.96,NCCCC[C@H](N)C(=O)Nc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,62500.0,nM,Escherichia coli
