Molecule ChEMBL ID,Molecular Weight,Smiles,Standard Value,Standard Units,Assay Organism
CHEMBL8,331.35,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.06,ug.mL-1,Escherichia coli
CHEMBL1689767,614.53,CN(C)CC(C)(C)CNc1nc(Cl)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2.Cl,8.0,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.0,ug.mL-1,Escherichia coli
CHEMBL348649,397.38,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3C[C@@H]4C[C@H]3CN4)c(F)cc2c1=O,0.1,ug.mL-1,Escherichia coli
CHEMBL9,319.34,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,2.0,ug.mL-1,Escherichia coli
CHEMBL5,232.24,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,64.0,ug.mL-1,Escherichia coli
CHEMBL996,427.46,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,1.0,ug.mL-1,Escherichia coli
CHEMBL148,299.35,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.125,ug.mL-1,Escherichia coli
CHEMBL367210,318.14,Cc1ccc(S(=O)(=O)N2N=Cc3c(F)cccc3B2O)cc1,50.0,ug.mL-1,Escherichia coli
CHEMBL148,299.35,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.125,ug.mL-1,Escherichia coli
CHEMBL4435802,746.81,CCCCCCCOc1ccc(NC(=O)C2=CCN(C)[C@@H]([C@H](O[C@@H]3O[C@H](CN)[C@@H](O)[C@H]3O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)C(=O)N2C)cc1,3.13,ug.mL-1,Escherichia coli
CHEMBL228160,658.7,NCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N,12.0,ug.mL-1,Escherichia coli
CHEMBL268919,423.38,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)/C(=C/C(=O)OC(C)(C)C)[C@H]2S(=O)(=O)C1.[Na+],128.0,ug.mL-1,Escherichia coli
CHEMBL3989738,2392.97,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O.CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,0.8,ug.mL-1,Escherichia coli
CHEMBL491571,420.51,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,,,Escherichia coli
CHEMBL43056,427.48,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)NCCC(=O)O)C3)[C@H](C)[C@H]12,0.049,ug.mL-1,Escherichia coli
CHEMBL44354,546.59,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,Escherichia coli
CHEMBL71296,422.09,CCCCCCCCCCCCCCCCOC(=O)C[C@@H](O)C[N+](C)(C)C.[Cl-],100.0,ug.mL-1,Escherichia coli
CHEMBL46572,428.44,CN1CCN(c2c(F)c(-n3cccc3)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.39,ug.mL-1,Escherichia coli
CHEMBL293368,413.8,O=C(COc1ccc([N+](=O)[O-])cc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12,128.0,ug.mL-1,Escherichia coli
CHEMBL312695,333.16,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ncc([N+](=O)[O-])s1,128.0,ug.mL-1,Escherichia coli
CHEMBL2368987,563.58,COC(=O)[C@H]1O[C@H](COS(=O)(=O)c2ccc(C)cc2)[C@H]1SC1=C(C(=O)[O-])N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C.[Na+],128.0,ug.mL-1,Escherichia coli
CHEMBL312695,333.16,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ncc([N+](=O)[O-])s1,2.0,ug.mL-1,Escherichia coli
CHEMBL3735886,458.49,CO/N=C1/CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)CC1CNC1CC1,128.0,ug.mL-1,Escherichia coli
CHEMBL1630652,498.36,Fc1ccc2nc(-c3ccc4nc(-c5ccc(Br)cc5)c(Nc5ccccc5)n4c3)[nH]c2c1,2.15,ug.mL-1,Escherichia coli
CHEMBL8,331.35,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,16.0,ug.mL-1,Escherichia coli
CHEMBL3739821,411.44,CN(CCO)C[C@H]1CN(c2ccc(-n3cc(-c4ccccn4)cn3)c(F)c2)C(=O)O1,32.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL2111879,391.41,CC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@@H](N)c3ccc4c(c3)OCO4)C2SC1,100.0,ug.mL-1,Escherichia coli
CHEMBL1522033,333.3,O=C1c2cccc3c([N+](=O)[O-])ccc(c23)C(=O)N1Cc1cccnc1,256.0,ug.mL-1,Escherichia coli
CHEMBL1631107,528.62,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1csc(N)n1,64.0,ug.mL-1,Escherichia coli
CHEMBL113327,298.22,CCn1c(C2CCNCC2)nc2cc(Cl)c(Cl)cc21,100000.0,nM,Escherichia coli
CHEMBL1631654,396.92,CCC1Sc2ccc(S(=O)(=O)Nc3cc(Cl)ccc3C)cc2NC1=O,256.0,ug.mL-1,Escherichia coli
CHEMBL1631656,392.5,CCOc1ccccc1N(C)S(=O)(=O)c1ccc2c(c1)NC(=O)C(C)S2,256.0,ug.mL-1,Escherichia coli
CHEMBL431082,459.47,CCCCCNCc1ccc(Cn2c(C3CCNCC3)nc3cc(Cl)c(Cl)cc32)cc1,12000.0,nM,Escherichia coli
CHEMBL3781010,423.11,N=C(N/N=C/c1ccc(Br)cc1)N/N=C/c1ccc(Br)cc1,400000.0,nM,Escherichia coli ATCC 25922
CHEMBL59470,296.37,C=CCc1cc(Cc2cnc(N)nc2N)cc(CC=C)c1O,21.0,ug.mL-1,Escherichia coli
CHEMBL1668447,424.46,C[C@@H](O)[C@@H](NC(=O)N1CCN(c2ccc(C#Cc3cnccn3)cc2)CC1)C(=O)NO,100.0,ug.mL-1,Escherichia coli
CHEMBL1747,467.52,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,8.0,ug.mL-1,Escherichia coli
CHEMBL389847,537.64,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,2.0,ug.mL-1,Escherichia coli
CHEMBL148,299.35,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,4.0,ug.mL-1,Escherichia coli
CHEMBL3764038,444.46,C[C@H]1[C@H](NC(=O)/C(=N\OCc2cn(C)nn2)c2csc(N)n2)C(=O)N1S(=O)(=O)O,4.0,ug.mL-1,Escherichia coli
CHEMBL3764001,398.82,O=C(NCc1ccccc1)Oc1ccc(Cl)cc1C(=O)Nc1ccc(F)cc1,500000.0,nM,Escherichia coli
CHEMBL2381917,366.74,O=C(O)c1cn(CC(O)Cn2cncn2)c2cc(Cl)c(F)cc2c1=O,8.0,ug.mL-1,Escherichia coli
CHEMBL33,361.37,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.125,ug.mL-1,Escherichia coli
CHEMBL95490,813.8,NC(=O)CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12)c1csc(N)n1,0.063,ug.mL-1,Escherichia coli
CHEMBL4299347,580.64,NCC1=CC[C@H](N)[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CN)[C@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)O1,2.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL3741415,682.0,O=C(O)c1cn(C2CC2)c2c(Cl)c(N3CCC(NCC(O)CSc4ncn(Cc5ccc(Cl)cc5Cl)n4)C3)c(F)cc2c1=O,1.0,ug.mL-1,Escherichia coli
CHEMBL2046857,783.96,CC[C@H]1OC(=O)[C@H](C)C(=O)C[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)C[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,8.0,ug.mL-1,Escherichia coli
CHEMBL1136,812.02,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,1.0,ug.mL-1,Escherichia coli
CHEMBL445288,558.9,C[C@H](CCC(=O)NCCCNCCCCNCCCN)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,115000.0,nM,Escherichia coli
CHEMBL44354,546.59,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,4.0,ug.mL-1,Escherichia coli
CHEMBL15480,418.47,CCOc1c(N2CCC(C)(CN)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,0.2,ug.mL-1,Escherichia coli
CHEMBL481026,403.57,CC(=O)O.CCCCCCCNC1=NC(C)(C)NC(NCc2ccc(C)cc2)=N1,25.0,ug.mL-1,Escherichia coli
CHEMBL15511,359.4,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,2.0,ug.mL-1,Escherichia coli
CHEMBL287072,469.86,CO/N=C(\C(=O)N[C@H]1CON(C(Oc2ccc(Cl)cc2)C(=O)O)C1=O)c1csc(N)n1,,,Escherichia coli
CHEMBL1631155,549.34,CC(=O)N[C@@H](Cc1ccccc1)C(=O)Oc1ccc(Br)cc1C(=O)Nc1ccc(C(F)(F)F)cc1,250000.0,nM,Escherichia coli
CHEMBL277100,417.39,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0.05,ug.mL-1,Escherichia coli
CHEMBL3331300,450.44,CCO/N=C1/CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2OC)CC1CN,128.0,ug.mL-1,Escherichia coli
CHEMBL507349,482.49,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC(=O)CN)c(OC)c2)ccc1OC(=O)CN,20000000.0,nM,Escherichia coli
CHEMBL1730,455.47,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,2.0,ug.mL-1,Escherichia coli
CHEMBL325459,345.36,CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(-n4ccnc4)c(c32)S1,0.12,ug.mL-1,Escherichia coli
CHEMBL463648,353.18,Cc1ccc(OCc2nnc(-c3cc(F)c(Cl)cc3Cl)o2)cc1,6.25,ug.mL-1,Escherichia coli
CHEMBL15312,402.47,CCNC(C)C1CCN(c2cc3c(c(N)c2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.1,ug.mL-1,Escherichia coli
CHEMBL3771338,596.62,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccccc5n4Cc4ccc([N+](=O)[O-])cc4)CC3)c(F)cc2c1=O,8.0,ug.mL-1,Escherichia coli
CHEMBL3769547,475.52,O=C(O)c1cn(C2CC2)c2cc(N3CCN(CCc4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,2.0,ug.mL-1,Escherichia coli
CHEMBL163493,608.72,Cc1cccc(CN(CCNCCCO)Cc2cccc(CN(Cc3cccc(F)c3)Cc3cccc(C(F)(F)F)c3)n2)c1,100000.0,nM,Escherichia coli
CHEMBL274723,830.69,NCCC[C@H](N)CC(=O)NC1CNC(=O)[C@@H](C2CC(O)N=C(N)N2)NC(=O)/C(=C/NC(=O)Nc2ccc(Cl)c(Cl)c2)NC(=O)[C@@H](CO)NC(=O)[C@@H](CO)NC1=O,50.0,ug.mL-1,Escherichia coli
CHEMBL25851,462.48,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3C[C@@H](N)[C@H](F)C3)nc21.CS(=O)(=O)O,0.5,ug.mL-1,Escherichia coli
CHEMBL267787,570.63,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](Nc3nc4c(O)cccc4[nH]3)C2SC1,1.0,ug.mL-1,Escherichia coli
CHEMBL8,331.35,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.015,ug.mL-1,Escherichia coli
CHEMBL1094298,330.21,Clc1ccc(N2COc3ccc4ccccc4c3C2)c(Cl)c1,50.0,ug.mL-1,Escherichia coli
CHEMBL416488,391.42,CC(=O)NC[C@H]1CN(c2ccc(OC3CCN(C(=O)CO)CC3)cc2)C(=O)O1,128.0,ug.mL-1,Escherichia coli
CHEMBL124970,389.46,Cc1c(N2CCc3ccccc3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.125,ug.mL-1,Escherichia coli
CHEMBL426762,403.45,CC(C)NCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1,0.2,ug.mL-1,Escherichia coli
CHEMBL148,299.35,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,4.0,ug.mL-1,Escherichia coli
CHEMBL1276666,362.41,CC[C@@H]1CCN(c2c(F)cc3c(=O)n(N)c(=O)n(C4CC4)c3c2OC)C1,2.5,ug.mL-1,Escherichia coli
CHEMBL204544,405.45,Cn1ccc2cc(-c3cc4c(cc3F)c(=O)c3c(=O)[nH]sc3n4C3CC3)ccc21,1.0,ug.mL-1,Escherichia coli
CHEMBL158,435.44,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.06,ug.mL-1,Escherichia coli
CHEMBL1201019,405.39,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1.[Na+],4.0,ug.mL-1,Escherichia coli
CHEMBL302400,861.82,CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.C[C@]1(Cn2ccnn2)C(C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+].[Na+],1.0,ug.mL-1,Escherichia coli
CHEMBL203491,422.49,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3cncc(C4CCCN4)c3)cc1n2C1CC1,0.12,ug.mL-1,Escherichia coli
CHEMBL204230,371.37,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3ccc(F)nc3)cc1n2C1CC1,0.03,ug.mL-1,Escherichia coli
CHEMBL203557,353.38,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3cccnc3)cc1n2C1CC1,0.0035,ug.mL-1,Escherichia coli
CHEMBL3823330,413.48,CCCC[C@H](CN(O)C=O)C(=O)N1CC2(CC2)C[C@H]1c1nnc(-c2ccccn2)o1,128.0,ug.mL-1,Escherichia coli
CHEMBL294219,267.24,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(CO)S[C@H]12.[Na+],8.0,ug.mL-1,Escherichia coli
CHEMBL58959,401.44,CN(C)CC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC42CC2)C1,0.4,ug.mL-1,Escherichia coli
CHEMBL393080,656.75,CNCCCn1ccc2c1ccc[n+]2CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1,0.25,ug.mL-1,Escherichia coli
CHEMBL457634,641.96,CC(COS(=O)(=O)O)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O,128.0,ug.mL-1,Escherichia coli
CHEMBL333204,492.53,C/C(=C\c1ncc(-c2ncc([N+](=O)[O-])n2C)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,1.0,ug.mL-1,Escherichia coli
CHEMBL396672,643.71,CNCCCn1ccc2c1ccc[n+]2CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O[C@@H](C)C(=O)O)c3nsc(N)n3)[C@H]2SC1,0.031,ug.mL-1,Escherichia coli
CHEMBL381290,583.82,CC(=O)N(CCC(=O)N(CCC(=O)N(CCCCN)CCC(=O)N[C@@H](CCCCN)C(N)=O)CC(C)C)CC(C)C,512.0,ug.mL-1,Escherichia coli
CHEMBL367477,334.59,Cc1ccc(S(=O)(=O)N2N=Cc3ccc(Cl)cc3B2O)cc1,50.0,ug.mL-1,Escherichia coli
CHEMBL302608,544.0,Nc1cc(SC2=C(C(=O)O)N3C(=O)C(NC(=O)/C(=N\O)c4nc(N)sc4Cl)C3SC2)nc(N)n1,0.25,ug.mL-1,Escherichia coli
CHEMBL276686,524.65,CC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](NC3=NC(c4ccccc4)CN3)C2SC1,0.5,ug.mL-1,Escherichia coli
CHEMBL3408487,2899.51,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](N)CCCNC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)O,32000.0,nM,Escherichia coli
CHEMBL32833,387.33,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C(F)F)C3)c(F)c21,0.5,ug.mL-1,Escherichia coli
CHEMBL275395,389.43,COc1c(N2CCC(C)(CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.1,ug.mL-1,Escherichia coli
CHEMBL431082,459.47,CCCCCNCc1ccc(Cn2c(C3CCNCC3)nc3cc(Cl)c(Cl)cc32)cc1,12000.0,nM,Escherichia coli
CHEMBL542319,495.98,CC1(C)OCC2(CO1)CN(c1cc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)CC2(C)CN.Cl,0.195,ug.mL-1,Escherichia coli
CHEMBL4130216,306.77,Cc1ccc(S(=O)(=O)n2c(Cl)nc3ccccc32)cc1,3.1,ug.mL-1,Escherichia coli
CHEMBL22,290.32,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.5,ug.mL-1,Escherichia coli
CHEMBL309936,284.27,COc1cccc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1,125.0,ug.mL-1,Escherichia coli
